"KINGDOM"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"SPECIES"	"NCBI.NAMES"	"AGORA.NAMES"	"MODEL.NAMES"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU248"	"Streptococcus agalactiae BSU248"	"Streptococcus_agalactiae_BSU248"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU252"	"Streptococcus agalactiae BSU252"	"Streptococcus_agalactiae_BSU252"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU253"	"Streptococcus agalactiae BSU253"	"Streptococcus_agalactiae_BSU253"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU260"	"Streptococcus agalactiae BSU260"	"Streptococcus_agalactiae_BSU260"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU442"	"Streptococcus agalactiae BSU442"	"Streptococcus_agalactiae_BSU442"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU447"	"Streptococcus agalactiae BSU447"	"Streptococcus_agalactiae_BSU447"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU450"	"Streptococcus agalactiae BSU450"	"Streptococcus_agalactiae_BSU450"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU451"	"Streptococcus agalactiae BSU451"	"Streptococcus_agalactiae_BSU451"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU454"	"Streptococcus agalactiae BSU454"	"Streptococcus_agalactiae_BSU454"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU92"	"Streptococcus agalactiae BSU92"	"Streptococcus_agalactiae_BSU92"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae BSU96"	"Streptococcus agalactiae BSU96"	"Streptococcus_agalactiae_BSU96"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 17336"	"Streptococcus agalactiae CCUG 17336"	"Streptococcus_agalactiae_CCUG_17336"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 19094"	"Streptococcus agalactiae CCUG 19094"	"Streptococcus_agalactiae_CCUG_19094"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 24810"	"Streptococcus agalactiae CCUG 24810"	"Streptococcus_agalactiae_CCUG_24810"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 25532"	"Streptococcus agalactiae CCUG 25532"	"Streptococcus_agalactiae_CCUG_25532"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 28551"	"Streptococcus agalactiae CCUG 28551"	"Streptococcus_agalactiae_CCUG_28551"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 29376"	"Streptococcus agalactiae CCUG 29376"	"Streptococcus_agalactiae_CCUG_29376"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 29782"	"Streptococcus agalactiae CCUG 29782"	"Streptococcus_agalactiae_CCUG_29782"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 30636"	"Streptococcus agalactiae CCUG 30636"	"Streptococcus_agalactiae_CCUG_30636"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37430"	"Streptococcus agalactiae CCUG 37430"	"Streptococcus_agalactiae_CCUG_37430"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37736"	"Streptococcus agalactiae CCUG 37736"	"Streptococcus_agalactiae_CCUG_37736"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37737"	"Streptococcus agalactiae CCUG 37737"	"Streptococcus_agalactiae_CCUG_37737"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37738"	"Streptococcus agalactiae CCUG 37738"	"Streptococcus_agalactiae_CCUG_37738"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37739"	"Streptococcus agalactiae CCUG 37739"	"Streptococcus_agalactiae_CCUG_37739"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37740"	"Streptococcus agalactiae CCUG 37740"	"Streptococcus_agalactiae_CCUG_37740"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37741"	"Streptococcus agalactiae CCUG 37741"	"Streptococcus_agalactiae_CCUG_37741"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 37742"	"Streptococcus agalactiae CCUG 37742"	"Streptococcus_agalactiae_CCUG_37742"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 38383"	"Streptococcus agalactiae CCUG 38383"	"Streptococcus_agalactiae_CCUG_38383"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 39096 A"	"Streptococcus agalactiae CCUG 39096 A"	"Streptococcus_agalactiae_CCUG_39096_A"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 44050"	"Streptococcus agalactiae CCUG 44050"	"Streptococcus_agalactiae_CCUG_44050"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 44074"	"Streptococcus agalactiae CCUG 44074"	"Streptococcus_agalactiae_CCUG_44074"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 44077"	"Streptococcus agalactiae CCUG 44077"	"Streptococcus_agalactiae_CCUG_44077"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 44110"	"Streptococcus agalactiae CCUG 44110"	"Streptococcus_agalactiae_CCUG_44110"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 44140"	"Streptococcus agalactiae CCUG 44140"	"Streptococcus_agalactiae_CCUG_44140"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 44186"	"Streptococcus agalactiae CCUG 44186"	"Streptococcus_agalactiae_CCUG_44186"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 45061"	"Streptococcus agalactiae CCUG 45061"	"Streptococcus_agalactiae_CCUG_45061"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 47293"	"Streptococcus agalactiae CCUG 47293"	"Streptococcus_agalactiae_CCUG_47293"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 49072"	"Streptococcus agalactiae CCUG 49072"	"Streptococcus_agalactiae_CCUG_49072"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 49086"	"Streptococcus agalactiae CCUG 49086"	"Streptococcus_agalactiae_CCUG_49086"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 49087"	"Streptococcus agalactiae CCUG 49087"	"Streptococcus_agalactiae_CCUG_49087"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 49100"	"Streptococcus agalactiae CCUG 49100"	"Streptococcus_agalactiae_CCUG_49100"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CCUG 91"	"Streptococcus agalactiae CCUG 91"	"Streptococcus_agalactiae_CCUG_91"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae CJB111"	"Streptococcus agalactiae CJB111"	"Streptococcus_agalactiae_CJB111"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae"	"Streptococcus agalactiae"	"Streptococcus_agalactiae_ERR2221173"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae"	"Streptococcus agalactiae"	"Streptococcus_agalactiae_ERR2221321"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL C1-487"	"Streptococcus agalactiae FSL C1-487"	"Streptococcus_agalactiae_FSL_C1_487"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL C1-494"	"Streptococcus agalactiae FSL C1-494"	"Streptococcus_agalactiae_FSL_C1_494"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL F2-338"	"Streptococcus agalactiae FSL F2-338"	"Streptococcus_agalactiae_FSL_F2_338"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL F2-343"	"Streptococcus agalactiae FSL F2-343"	"Streptococcus_agalactiae_FSL_F2_343"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-001"	"Streptococcus agalactiae FSL S3-001"	"Streptococcus_agalactiae_FSL_S3_001"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-003"	"Streptococcus agalactiae FSL S3-003"	"Streptococcus_agalactiae_FSL_S3_003"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-005"	"Streptococcus agalactiae FSL S3-005"	"Streptococcus_agalactiae_FSL_S3_005"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-014"	"Streptococcus agalactiae FSL S3-014"	"Streptococcus_agalactiae_FSL_S3_014"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-023"	"Streptococcus agalactiae FSL S3-023"	"Streptococcus_agalactiae_FSL_S3_023"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-026"	"Streptococcus agalactiae FSL S3-026"	"Streptococcus_agalactiae_FSL_S3_026"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-034"	"Streptococcus agalactiae FSL S3-034"	"Streptococcus_agalactiae_FSL_S3_034"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-062"	"Streptococcus agalactiae FSL S3-062"	"Streptococcus_agalactiae_FSL_S3_062"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-090"	"Streptococcus agalactiae FSL S3-090"	"Streptococcus_agalactiae_FSL_S3_090"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-102"	"Streptococcus agalactiae FSL S3-102"	"Streptococcus_agalactiae_FSL_S3_102"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-105"	"Streptococcus agalactiae FSL S3-105"	"Streptococcus_agalactiae_FSL_S3_105"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-128"	"Streptococcus agalactiae FSL S3-128"	"Streptococcus_agalactiae_FSL_S3_128"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-137"	"Streptococcus agalactiae FSL S3-137"	"Streptococcus_agalactiae_FSL_S3_137"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-170"	"Streptococcus agalactiae FSL S3-170"	"Streptococcus_agalactiae_FSL_S3_170"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-222"	"Streptococcus agalactiae FSL S3-222"	"Streptococcus_agalactiae_FSL_S3_222"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-268"	"Streptococcus agalactiae FSL S3-268"	"Streptococcus_agalactiae_FSL_S3_268"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-277"	"Streptococcus agalactiae FSL S3-277"	"Streptococcus_agalactiae_FSL_S3_277"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-337"	"Streptococcus agalactiae FSL S3-337"	"Streptococcus_agalactiae_FSL_S3_337"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-586"	"Streptococcus agalactiae FSL S3-586"	"Streptococcus_agalactiae_FSL_S3_586"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-603"	"Streptococcus agalactiae FSL S3-603"	"Streptococcus_agalactiae_FSL_S3_603"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-608"	"Streptococcus agalactiae FSL S3-608"	"Streptococcus_agalactiae_FSL_S3_608"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae FSL S3-654"	"Streptococcus agalactiae FSL S3-654"	"Streptococcus_agalactiae_FSL_S3_654"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00002"	"Streptococcus agalactiae GB00002"	"Streptococcus_agalactiae_GB00002"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00003"	"Streptococcus agalactiae GB00003"	"Streptococcus_agalactiae_GB00003"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00012"	"Streptococcus agalactiae GB00012"	"Streptococcus_agalactiae_GB00012"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00013"	"Streptococcus agalactiae GB00013"	"Streptococcus_agalactiae_GB00013"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00018"	"Streptococcus agalactiae GB00018"	"Streptococcus_agalactiae_GB00018"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00020"	"Streptococcus agalactiae GB00020"	"Streptococcus_agalactiae_GB00020"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00082"	"Streptococcus agalactiae GB00082"	"Streptococcus_agalactiae_GB00082"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00083"	"Streptococcus agalactiae GB00083"	"Streptococcus_agalactiae_GB00083"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00084"	"Streptococcus agalactiae GB00084"	"Streptococcus_agalactiae_GB00084"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00092"	"Streptococcus agalactiae GB00092"	"Streptococcus_agalactiae_GB00092"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00097"	"Streptococcus agalactiae GB00097"	"Streptococcus_agalactiae_GB00097"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00111"	"Streptococcus agalactiae GB00111"	"Streptococcus_agalactiae_GB00111"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00112"	"Streptococcus agalactiae GB00112"	"Streptococcus_agalactiae_GB00112"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00115"	"Streptococcus agalactiae GB00115"	"Streptococcus_agalactiae_GB00115"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00174"	"Streptococcus agalactiae GB00174"	"Streptococcus_agalactiae_GB00174"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00190"	"Streptococcus agalactiae GB00190"	"Streptococcus_agalactiae_GB00190"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00202"	"Streptococcus agalactiae GB00202"	"Streptococcus_agalactiae_GB00202"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00206"	"Streptococcus agalactiae GB00206"	"Streptococcus_agalactiae_GB00206"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00219"	"Streptococcus agalactiae GB00219"	"Streptococcus_agalactiae_GB00219"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00226"	"Streptococcus agalactiae GB00226"	"Streptococcus_agalactiae_GB00226"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00241"	"Streptococcus agalactiae GB00241"	"Streptococcus_agalactiae_GB00241"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00245"	"Streptococcus agalactiae GB00245"	"Streptococcus_agalactiae_GB00245"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00247"	"Streptococcus agalactiae GB00247"	"Streptococcus_agalactiae_GB00247"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00264"	"Streptococcus agalactiae GB00264"	"Streptococcus_agalactiae_GB00264"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00279"	"Streptococcus agalactiae GB00279"	"Streptococcus_agalactiae_GB00279"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00300"	"Streptococcus agalactiae GB00300"	"Streptococcus_agalactiae_GB00300"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00535"	"Streptococcus agalactiae GB00535"	"Streptococcus_agalactiae_GB00535"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00543"	"Streptococcus agalactiae GB00543"	"Streptococcus_agalactiae_GB00543"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00548"	"Streptococcus agalactiae GB00548"	"Streptococcus_agalactiae_GB00548"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00555"	"Streptococcus agalactiae GB00555"	"Streptococcus_agalactiae_GB00555"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00557"	"Streptococcus agalactiae GB00557"	"Streptococcus_agalactiae_GB00557"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00561"	"Streptococcus agalactiae GB00561"	"Streptococcus_agalactiae_GB00561"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00588"	"Streptococcus agalactiae GB00588"	"Streptococcus_agalactiae_GB00588"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00601"	"Streptococcus agalactiae GB00601"	"Streptococcus_agalactiae_GB00601"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00614"	"Streptococcus agalactiae GB00614"	"Streptococcus_agalactiae_GB00614"
"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus agalactiae"	"Streptococcus agalactiae GB00640"	"Streptococcus agalactiae GB00640"	"Streptococcus_agalactiae_GB00640"
