"KINGDOM"	"PHYLUM"	"CLASS"	"ORDER"	"FAMILY"	"GENUS"	"SPECIES"	"NCBI.NAMES"	"AGORA.NAMES"	"MODEL.NAMES"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia"	"Burkholderia cepacia"	"Burkholderia cepacia"	"Burkholderia cepacia"	"Burkholderia_cepacia_LO6"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"unclassified Burkholderiales"	"unclassified Burkholderiales"	"Burkholderiales bacterium 1_1_47"	"Burkholderiales bacterium 1_1_47"	"Burkholderiales bacterium 1_1_47"	"Burkholderiales_bacterium_1_1_47"
"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"unclassified Burkholderiales"	"unclassified Burkholderiales"	"Burkholderiales bacterium YL45"	"Burkholderiales bacterium YL45"	"Burkholderiales bacterium YL45"	"Burkholderiales_bacterium_YL45"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Butyricicoccus"	"Butyricicoccus nov. ERR2221182"	"Butyricicoccus"	"Butyricicoccus"	"Butyricicoccus_nov_ERR2221182"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Clostridiaceae"	"Butyricicoccus"	"Butyricicoccus pullicaecorum"	"Butyricicoccus pullicaecorum 1.2"	"Butyricicoccus pullicaecorum 1.2"	"Butyricicoccus_pullicaecorum_1_2"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas sp. Marseille-P2440"	"Butyricimonas sp. Marseille-P2440"	"Butyricimonas sp. Marseille-P2440"	"Butyricimonas_sp_Marseille_P2440"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas synergistica"	"Butyricimonas synergistica DSM 23225"	"Butyricimonas synergistica DSM 23225"	"Butyricimonas_synergistica_DSM_23225"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas virosa"	"Butyricimonas virosa DSM 23226"	"Butyricimonas virosa DSM 23226"	"Butyricimonas_virosa_DSM_23226"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Odoribacteraceae"	"Butyricimonas"	"Butyricimonas virosa"	"Butyricimonas virosa"	"Butyricimonas virosa"	"Butyricimonas_virosa_ERR2221144"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Butyrivibrio"	"Butyrivibrio crossotus"	"Butyrivibrio crossotus DSM 2876"	"Butyrivibrio crossotus DSM 2876"	"Butyrivibrio_crossotus_DSM_2876"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Butyrivibrio"	"Butyrivibrio fibrisolvens"	"Butyrivibrio fibrisolvens 16/4"	"Butyrivibrio fibrisolvens 16/4"	"Butyrivibrio_fibrisolvens_16_4"
"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Lachnospiraceae"	"Butyrivibrio"	"Butyrivibrio proteoclasticus"	"Butyrivibrio proteoclasticus B316"	"Butyrivibrio proteoclasticus B316"	"Butyrivibrio_proteoclasticus_B316"
"Bacteria"	"Firmicutes"	"Negativicutes"	"Veillonellales"	"Veillonellaceae"	"Caecibacter"	"Caecibacter massiliensis"	"Caecibacter massiliensis DSM 100188"	"Caecibacter massiliensis DSM 100188"	"Caecibacter_massiliensis_DSM_100188"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1098"	"Campylobacter coli 1098"	"Campylobacter_coli_1098"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 111-3"	"Campylobacter coli 111-3"	"Campylobacter_coli_111_3"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1148"	"Campylobacter coli 1148"	"Campylobacter_coli_1148"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 132-6"	"Campylobacter coli 132-6"	"Campylobacter_coli_132_6"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1417"	"Campylobacter coli 1417"	"Campylobacter_coli_1417"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli"	"Campylobacter coli"	"Campylobacter_coli_14983A"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 151-9"	"Campylobacter coli 151-9"	"Campylobacter_coli_151_9"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1891"	"Campylobacter coli 1891"	"Campylobacter_coli_1891"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1909"	"Campylobacter coli 1909"	"Campylobacter_coli_1909"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1948"	"Campylobacter coli 1948"	"Campylobacter_coli_1948"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1957"	"Campylobacter coli 1957"	"Campylobacter_coli_1957"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 1961"	"Campylobacter coli 1961"	"Campylobacter_coli_1961"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 202/04"	"Campylobacter coli 202/04"	"Campylobacter_coli_202_04"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 2548"	"Campylobacter coli 2548"	"Campylobacter_coli_2548"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 2553"	"Campylobacter coli 2553"	"Campylobacter_coli_2553"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 2680"	"Campylobacter coli 2680"	"Campylobacter_coli_2680"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 2685"	"Campylobacter coli 2685"	"Campylobacter_coli_2685"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 2698"	"Campylobacter coli 2698"	"Campylobacter_coli_2698"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 317/04"	"Campylobacter coli 317/04"	"Campylobacter_coli_317_04"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 37/05"	"Campylobacter coli 37/05"	"Campylobacter_coli_37_05"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 59-2"	"Campylobacter coli 59-2"	"Campylobacter_coli_59_2"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 67-8"	"Campylobacter coli 67-8"	"Campylobacter_coli_67_8"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 7--1"	"Campylobacter coli 7--1"	"Campylobacter_coli_7_1"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 80352"	"Campylobacter coli 80352"	"Campylobacter_coli_80352"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 84-2"	"Campylobacter coli 84-2"	"Campylobacter_coli_84_2"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 86119"	"Campylobacter coli 86119"	"Campylobacter_coli_86119"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli 90-3"	"Campylobacter coli 90-3"	"Campylobacter_coli_90_3"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli"	"Campylobacter coli"	"Campylobacter_coli_BFR_CA_9557"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli BIGS0003"	"Campylobacter coli BIGS0003"	"Campylobacter_coli_BIGS0003"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli H56"	"Campylobacter coli H56"	"Campylobacter_coli_H56"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli H6"	"Campylobacter coli H6"	"Campylobacter_coli_H6"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli H8"	"Campylobacter coli H8"	"Campylobacter_coli_H8"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli H9"	"Campylobacter coli H9"	"Campylobacter_coli_H9"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli JV20"	"Campylobacter coli JV20"	"Campylobacter_coli_JV20"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli LMG 23336"	"Campylobacter coli LMG 23336"	"Campylobacter_coli_LMG_23336"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli LMG 23341"	"Campylobacter coli LMG 23341"	"Campylobacter_coli_LMG_23341"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli LMG 23342"	"Campylobacter coli LMG 23342"	"Campylobacter_coli_LMG_23342"
"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	"Campylobacter coli"	"Campylobacter coli LMG 9853"	"Campylobacter coli LMG 9853"	"Campylobacter_coli_LMG_9853"
